speaker_id,is_admin,history_text
{unknown-2312},False,"[{unknown-2312}]: }}  [[WP:Did you know|The DYK project]] ([[T:TDYK|nominate]]) 18:03, 12 December 2010 (UTC)"
Tdevries,False,"[Tdevries]: Thanks for the great bot! I've added already about 50+ images to nl.wikipedia! I have a small quiestion however, is there a particular reason that the added images are flagged as minor edits by default? Adding an image is not a minor edit IMHO, minor edits are things like spellingcorrections or typo's etc. Keep up the good work! Best regards,
[Tdevries]: I think the idea is that one mentors the person, not the account...
[Tdevries]: The only reason for my small comment here about \""the user, not the account\"" was that Guido seems to have the opinion that the mentorate only applies to a certain account he is using and does not apply if he uses another account. This seems a bit strange to me, it is more likely that a mentorate (and not Guido's in particular) applies to the person, whatever account he is using. And it would not be unlogical and\/or impossible IMHO to extend a mentorate to other Wikimedia projects aswell. But if a mentorate is needed here,, on this project, is entirely the decission of the en.wikipedia community or \""the powers that be\"" overhere."
Crowwizard,False,[Crowwizard]: 
Mortyman,False,"[Mortyman]: Why did you delete the Norwegian flag from the a-ha article ? I see no reason for removing it. a-ha is from Norway always have been, always will be and the flag is a nice adittion to the article. I like an answer, please
[Mortyman]: If one should go after those rules, there is'nt really a place for flags at all. This is not a scientific paper my friend. And there is no doubt where a-ha is born. Numourous other bands and peoples bio's includes the flag. Many British, Australian and American bands have them. Flag goes back on !
[Mortyman]: I have read the guidelines and as I stated above, If one should go after those rules, there is'nt really a place for flags at all."
Alex.tan,False,"[Alex.tan]: I have noticed the notice board. Noted the Serangoon copyvio from there, actually. I have to admit I don't read it often... today's the second time I'm glancing at it. Thanks for pointint it out anyway.
[Alex.tan]: Hi. I cleaned up your edits to make them more general and less UK-centric. I suspect it's not just in the UK that GPs have problems getting X-ray reports, though the UK probably has many other eccentricities in its health system."
Nousernamesleft,False,"[Nousernamesleft]: Thanks for for being so helpful in avoiding a MfD. Cheers,
[Nousernamesleft]: Rollback would probably be useful; thanks!"
TreyGeek,False,"[TreyGeek]: [[Image:Information.svg|25px]] Thank you for your contributions to Wikipedia{{#if:Mainframe Computer|. Regarding your edit(s) to [[:Mainframe Computer]]|. In the future}}, it is recommended that you use the [[Help:Show preview|preview]] button before you save; this helps you find any errors you have made, and prevents clogging up [[Special:Recentchanges|recent changes]] and the [[Wikipedia:page history|page history]]. {{#if:This is in addition to the <b>many<\/b> other articles you placed ref needed tags onto and did so with multiple edits.  A single edit is better for those monitoring articles for vandalism and inaccurate changes.|This is in addition to the <b>many<\/b> other articles you placed ref needed tags onto and did so with multiple edits.  A single edit is better for those monitoring articles for vandalism and inaccurate changes.|Thank you.}} <!-- Template:uw-preview --> --
[TreyGeek]: After all this time can you not create an article with the appropriate [[WP:CITE|citation and source]] tags, as you failed to do with [[Daniel Weichel]], or create articles that follow the consensus of [[WP:MMA]] and not place location flags in record histories?  While we appreciate you creating and improving articles on notable MMA fighters, it seems as if you are almost excessive in your article creation.  --
[TreyGeek]: [[WP:CITE]] discusses the appropriate citation tags to use that provide information other than a simple URL between <nowiki><ref><\/ref><\/nowiki> can provide.  As for location flags, I have previously put a notice on your talk page about them (though you deleted such notice); if you look at the MMA project talk page (which you consider yourself a member of), specifically [[Wikipedia_talk:WikiProject_Mixed_martial_arts#Flags_for_Locations_in_Record_Boxes]] you will see a request by myself that location flags are redundant and should not be placed in record boxes.  No one disagrees, including yourself as a MMA Project member.  Therefore, location flag in record boxes should not be added as they are redundant.  --
[TreyGeek]: After reading [[WP:CITE]] and [[WP:CIT]] you are saying that you are coding your sources correctly?  As for being praised for your \""mass amounts of articles\"" where is that praise?  I just looked through your talk history and can't find it.  --
[TreyGeek]: [[Image:Information.svg|25px|]] Welcome to Wikipedia. We welcome and appreciate your contributions, including your edits to [[:Grand Theft Auto (series)]], but we cannot accept [[Wikipedia:No original research|original research]]. Original research also encompasses novel, unpublished syntheses of previously published material. Please be prepared to cite a [[Wikipedia:Reliable sources|reliable source]] for all of your information. Thank you.<!-- Template:Uw-nor1 -->
[TreyGeek]: If you think that this notice was placed here in error, you may contest the deletion by adding <code>{{tl|hangon}}<\/code> to '''the top of [[:Michael McDonald (fighter)|the page that has been nominated for deletion]]''' (just below the existing speedy deletion or \""db\"" tag - if no such tag exists then the page is no longer a speedy delete candidate and adding a hangon tag is unnecessary), coupled with adding a note on '''[[Talk:Michael McDonald (fighter)|the talk page]]''' explaining your position, but be aware that once tagged for ''speedy'' deletion, if the page meets the criterion, it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the page that would render it more in conformance with Wikipedia's policies and guidelines. Lastly, please note that if the page does get deleted, you can contact [[:Category:Wikipedia administrators who will provide copies of deleted articles|one of these admins]] to request that they  [[Wikipedia:Userfication#Userfication_of_deleted_content|userfy]] the page or have a copy emailed to you. <!-- Template:Db-repost-notice --> <!-- Template:Db-csd-notice-custom -->
[TreyGeek]: Refer to [http:\/\/en.wikipedia.org\/wiki\/Wikipedia:Articles_for_deletion\/Michael_McDonald_(fighter) this AfD discussion] where the consensus was to delete the article the first time.  The speedy was for recreating an article that was previously AfD'ed and doesn't have anything substantially different. --
[TreyGeek]: I'll also point out that [[WP:MMANOT]] provides more specific guidelines for the notability of MMA fighters and organizations than [[WP:ATHLETE]] does.  --
[TreyGeek]: Hey Para, a suggestion to make reverting vandalism easier without rollback privileges is [[WP:Twinkle]].  It's what I've been using all this time.  After having been granted rollback without requesting it, I struggle to find how it is better than Twinkle.  I'd hate to see you quit attempting to revert vandalism because I know it's a pain without a good tool to do it with.  --
[TreyGeek]: I'm using Twinkle with Chrome without any real problems.  The popup windows are there to help you provide warnings to those whose edits you just reverted.  That feature can also be turned off as Twinkle is highly configurable, IMO.  As I said, just tossing an alternative option out there for you.  --
[TreyGeek]: Quite honestly, the article is poor.  There should be a lot more references cited in the article.  The academics section has no context in terms of what those degrees are: are they degrees offered only at the RRHEC campus?  are they degrees that can be earned in their entirety at the RRHEC campus?  Where did that list come from?  If you are a graduate student and you really want to do a good job on the article, treat the article like a research paper you are going to publish to a major journal.  Cite your facts, format it well, and look at the wealth of information at the top of your talk page.  --
[TreyGeek]: Anyhow, I honestly do hope you are able to take a step back, perhaps [[WP:Breathe]], calm down and come back.  --
[TreyGeek]: Check out the talk page of the MMA WikiProject.  I just posted some information about this user and am looking to get others opinions on the matter before possibly moving forward.  --
[TreyGeek]: It's quacking pretty loud to me looking at the times of edits, type of edits, and account creations.  It's been a while since I've started a sockpuppet investigation.  I'll start on that in a little bit.  Thanks for the heads up.  --
[TreyGeek]: Thanks for the heads up on the apparent sockpuppets.  I've started the investigation and it can be found at [[Wikipedia:Sockpuppet investigations\/Steve14orhs]].  As far as the UFC profile links go, while I would personally not put them in articles<s>, if the consensus of the project is they belong then fair enough<\/s>.  Interestingly, the MMA Project already allows for adding of promotion profile pages though ordering and priority is not specified.  --
[TreyGeek]: Steve14orhs as much as admitted he worked for the UFC on the MMA project talk page.  He claimed he was not the same person as MMA25MMA.  It looks like the admins ran a checkuser on him and found they were using the same IP address and found all the other IPs.  The admins were quick to resolve it last time.  They'll likely do another checkuser and if the IP matches or is close to the other IP they may do a range block.  We'll see.  Thanks for the update.  --
[TreyGeek]: If that's true, add it to the prose of the article and add a citation to \""almost every MMA site in existence.\"" --
[TreyGeek]: Want to place bets on whether {{User|BrianStannFan}} is another sockpuppet?  --"
E@L,False,"[E@L]: ahem* executive decision overruled. I'm the judge, it's my courtroom. You can have a trial page under your username that has <nowiki>{{User:Editor at Large\/Courtroom}}<\/nowiki>, but I'm editing on my page. And the trial will start as soon as all positions are filled. <div style=\""font-family: papyrus;\"">\u2014 [[User:E@L\/Esperanza|<font color=#336600>E<\/font>]]
[E@L]: Read the message I left Ed about jurors. \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: yep, just get Ed to fill his spots, or Aleith and Biblio if they want to participate. Biblio might want to be security to intervene when things get heated.  \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: Am back (stuff put off 40 minutes -- 35 now). Overview of court procedures will be listed at [[User:Editor at Large\/Courtroom\/Court procedures]]. Not there yet, but prepare yourself. \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: Thanks Defrag! I'm hoping you were being sincerely honest that time... at any rate, can you explain that whatchamazoo that went on on my talk page? What's up with the hidden messages and marriage proposals? \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: Well, then, thank you very much :-) Hidden messages I don't mind, I was just perplexed at what they meant. Especially since they were all over the place (your talk pages too)...<!--You next? What, asking me to marry you? Or recieving a marriage proposal? I hope not the last one, since I'm the only female involved with WikiPlomacy...-->\u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: Tolkien fan here, no question where your username came from! What made you choose it, if you don't mind my asking? \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: Thank you kindly for your message on Cyde's talk page. I responded partially there, but wanted to let you know here that I really appreciate your kind words. I will certainly keep your advice in mind, and try to follow it! ... I never intended anything like this to happen; I really have to remember that people see that stuff... \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]
[E@L]: You are ''most'' welcome. I'm glad to hear you decided to move on; taking a breather is much better for you than sticking around and being harassed for so long you don't want to stay anymore. I am certainly glad you're sticking around, we need you :-) \u2014 [[User:E@L\/Esperanza|<font color=#336600 face=papyrus>E<\/font>]]"
Mbwa mwitu,False,"[Mbwa mwitu]: 
[Mbwa mwitu]: 
[Mbwa mwitu]: 
[Mbwa mwitu]: 
[Mbwa mwitu]: Ok, just answer each of my questions and respond to each of my points above one by one.
[Mbwa mwitu]: Many thanks
[Mbwa mwitu]: Many thanks,
[Mbwa mwitu]: Additionally, there is the new [[East African Community]] with it's own flag (though this is not quite the same) although the Ryder Cup articles use the EU flag and I'm not sure if players in all EU nations are eligible for selection...!"
Bandurist,False,"[Bandurist]: If after investigation you find this Ukrainian dispute entertaining may I suggest a short story by the Ukrainian writer [[Nikolai Gogol]] (who wrote in Russian) The story about how Ivan Ivanovych had an argument with Ivan Nikifrovych in his collection Mirg\/horod
[Bandurist]: Thanks. The G\\H letter controversy is often called the \""political\"" letter. Ukrainian and Belarusan had both G and H in their alphabets. During the Soviet period in 1933 this was removed by the Soviet authorities in both languages. It was changed back in 1991. During the Soviet period transcriptions were done via Russian which did not have an H but only had a G. I would like yo thank you for your decision.
[Bandurist]: \""Such a view, is openly dissproved by ethnographic, linguistic and genetic evidence\"". I disagree. \""This is supported by hundreds of indepenedent sources\"" '''This is also not supported by hundreds of indepenedent sources'''. It is a question which I believe is still under discussion.
[Bandurist]: Check out. See what you can make of it. This Relata person has been thowing materials out there and adding tags as well.
[Bandurist]: On Feb 20 I successfully defended my PhD dissertation on the Cultural and artistic aspects of the genisis and development of performance on the Kharkiv bandura at the Kharkiv Academy of Culture.
[Bandurist]: The monument really deserves a separate write up. It is very tastefully done. At the same time off to the side is the former Holiday hotel for the former KGB\/NKVD. --
[Bandurist]: \u0427\u0438 \u0437\u043c\u043e\u0436\u0435\u0448 \u0431\u0443\u0434\u044c\u043b\u0430\u0441\u043a\u0430 \u043f\u0435\u0440\u0435\u0432\u0456\u0440\u0438\u0442\u0438 [[Polish Auxiliary Police]]. \u0414\u044f\u043a\u0443\u044e.
[Bandurist]: I request to be unblocked. I understand the severity of my misconduct and promise that it will not continue it, nor will it be repeated. I voluntarilly remove myself from editing and writing articles dealing with East European History, specifically Polish-Ukrainian conflict.
[Bandurist]: In the 1800's the prefered ethnonym for Ukrainians was \""Cossack\"". In fact the Ukrainian poet [[Taras Shevchenko]], although the uses the term Ukraine hundreds of times throughout hs works, never uses the ethnonym \""Ukrainian\"". He always referes to Ukrainians as \""Cossacks\"" or of \""Cossack lineage\"" (\u041a\u043e\u0437\u0430\u0446\u044c\u043a\u043e\u0433\u043e \u0440\u043e\u0434\u0443). No other ethnonym is used. Other neighbouring peoples used other terms (Malopolak, Maloros  etc), but Ukrainians refered to themselves as \""Kozaks\"" as opposed to the Russian term \""kazak\""."
Danny Rathjens,False,"[Danny Rathjens]: What made you think it was renamed to GNU IceCat?  I could find no reference to that anywhere and reverted your change. --
[Danny Rathjens]: Ah, I see now.  I just thought it looked a bit odd since no other reference to the name was changed in the article and that an existing project named [[Open_ICEcat]] already exists.  That dev says \""We haven't made any public changes yet\"", though, so I don't think it's appropriate to change the name yet. I put it back clarifying the name change is in the future.  (I also see that [[Iceweasel]] redirects to [[Naming conflict between Debian and Mozilla]]. That should reduce confusion as well. (The reason I was there was a debian user asking in debian irc channel why we changed the name to icecat (using the [[GNU IceWeasel]] article as his source. :) --"
KL Joe,False,"[KL Joe]: 
[KL Joe]: --"
JGoldwater,False,"[JGoldwater]: I understand that you protected the Fred Thompson article as a way to get the opposing sides to reach a consensus through reasoned discussion and compromise but that is not what is taking place. Not even one full day after the article was protected, one of the admins ([[User:BigDT|BigDT]]) involved in the discussions managed to get another admin ([[User:Awyong Jeffrey Mordecai Salleh|Awyong Jeffrey Mordecai Salleh]]) to make the changes we couldn't reach an agreement upon. The little discussion we had before has turned into non existent discussion and now he is editing the article as he sees fit without any form of consultation. This particular admin is clearly a supporter of Fred Thompson in the presidential election and he is using wikipedia as a platform to promote him. There is no room for the inclusion of any piece of information that might not paint him in a positive light. The article is not neutral. POV pushing is more then evident. I don't know what's the best course of action to take under the circumstances but I think the article should at least have the latest changes reversed to respect the protection you put into effect. --"
{unknown-1632},False,"[{unknown-1632}]: It's quite nice but Changing Sig's and superficial things like user pages are just some perks of Wikipedia, you should try not to devote too much time to these endevours. I'll pull your record, just wait... [[User:Dfrg.msc|Dfrg.m]][[User:Dfrg.msc\/EA|<font color=\""green\"">s<\/font>]]"
RobNS,False,"[RobNS]: I only added Catholic so as not to confuse the issue for people that may not be historians. I wanted to show that 'Poles' and 'Jews' are not necessarily different peoples or nationalities. Hence I added Catholic. I could have said 'non-Jewish' or 'Christian, but I figured, as you know, that since Poland is overwhelmingly Catholic, that a difference should be noted. I have a keen (and related) interest in Auschwitz too, but I'm not dogmatic. If you feel it shouldn't be changes, I'm OK with that. But I think you know what I was trying to say. I notice you are in England. I spent a summer in Huddersfield, West Yorks when I was 16, and love the England. Best wishes fellow traveller --
[RobNS]: Hi Anthony, actually I'm not Jewish either, although my grandfather was (in occupied Amsterdam, he survived). I am very impressed with the way you have kept the Auschwitz page together, especially dealing with the neo-nazi types in the talk page. At any rate, I've added the page to my watchlist, and will be watching regularly. Best --
[RobNS]: Hi Brian, no problem. Actually, all I did was transfer some of the information from the [[Military of Cameroon]] page into the [[Cameroon]] main page, since it didn't have a wikilink to a Cameroon military page. I didn't actually add or change any of the information. --
[RobNS]: Sorry about that Rithinbikkumalla, and you are quite correct. In the future, I will merely place a note on new pages that seem unwarranted. Best wishes.--
[RobNS]: Hi Casmith, you are correct, I'm going to take it offline and complete it with my own words, citing sources. Cheers.--
[RobNS]: Hi MartinBot, the Stalingrad Madonna page, which I just created, has been removed by me so that I may write it properly, and cite sources correctly. Cheers.--
[RobNS]: Hi EarthPerson. Check out User talk:142.227.207.193. That account is most certainly active, and has been vandalizing pages (see Eric Kroll as an example).--
[RobNS]: Hi EarthPerson, I just tried to do it again (properly I think this time). Is it OK. Thanks.--
[RobNS]: Sorry about that EP, was just trying to be a good contributor. Cheers, over and out.  ;-).--
[RobNS]: Much better. Cheers from Canada!  ;-) --
[RobNS]: I usually do, but I'll make more of an effort in the future.--
[RobNS]: I have removed 'Category:Films with a rape theme' from the Mystic River page - their is NO rape theme or scene in the movie, I have seen it many times. Please be careful when you introduce a category.--
[RobNS]: You are quite right, I can't beleive that I forgot about that. BTW, you really have to remember to sign your comments with your signature. Just use the signature box above, so you get this . . . --
[RobNS]: Hi Andrew, and no offence taken. We're both Nova Scotians here. The page in question actually had no mine photos on it, so I uploaded three that I though were good (I took them myself in 2003), and sprinkled them around the story. Springhill is so well know for the mine and it's history, that the mine has to be prominent in the page. Remember that when you click on the photo, it gets much bigger, which is what most people do. At any rate, feel free to move them around or edit them as you wish. I think the page looks OK with them, but then I put them there.  ;-)--
[RobNS]: --
[RobNS]: A lot of work went into this by me, and even the slight colour coding in boxes is subtle. I realise it is in the eyes of the beholder, but I hope you will reconsider. Best wishes.--
[RobNS]: Hey JPS, first of all, I have to (and want to) respect what you say because, well, you're an admin, and have surely worked hard to get there. I hope you will only remove the colours at this point from my tables, or you will have one very broken hearted Canadian over here. Can I at least make the colour headings a suggestion in the [[Wikipedia:WikiProject Films\/Style guidelines]] page? I think it will be effective and, as I said before, it's very subtle, and uses very simple HTML colours (and yes, in Canada we say 'colour' not 'color' like the country below). Cheers best wishes.--
[RobNS]: JPS, can I PLEASE put back the table in [[Jaws (film)|Jaws]]? I promise to keep the colours out (at this point), and make the list sortable. Thank you in advance, best.--
[RobNS]: OK JPS, I suppose you are correct. I just think my efforts on [[Jaws (film)|Jaws]] made the cast easier to read, and that is all I was aiming for. However, if you look at my contributions or history, I am not confrontational and, like you, appreciate a consensus. You will no longer find me contributing to films, but I will contribute in other areas, where I can be useful. Best wishes.--
[RobNS]: OK both of you, I'm not really that upset, more a case of severe disappointment. I will abide by the rules. Best wishes to you both.--
[RobNS]: |} Cheers --
[RobNS]: I would like to revert it back, and do not wish to engage in an edit war here. What do you think? Cheers and thanks --
[RobNS]: I see the new backgrounds section and you are right, it works just fine. I might add to the backgrounds a bit, but the table you created is right just the way you had it.--
[RobNS]: I didn't add it to Jamaica, only the Cayman Islands. Once I saw it on Jamaica, I added it to the Caymans. Guess I shouldn't have. Sorry about that.--
[RobNS]: Fair enough fellows, I was just trying to make them more readable. I think they should all be lightblue, but that's me. At the very least, the background should be a light colour, not a dark one. Cheers  --
[RobNS]: Finding them? Ummm . . . ever heard of Air France, Delta Airlines, KLM, etc? These are not small obscure airlines here. And no, I'm not going to remove work that I didn't do, especially for something I don't believe in. Sorry mate.--
[RobNS]: |}  Best wishes from [[Canada]]!  ;-)  --
[RobNS]: |}  Best wishes from [[Canada]]!  ;-)  --
[RobNS]: |}  Best wishes from [[Canada]]!  ;-)  --
[RobNS]: Thank you so much for the Birthday message, it's appreciated. Cheers and best wishes.--"
Nscheffey,False,"[Nscheffey]: Thanks for getting my back on the vandalism to my userpage. Wikiprops.
[Nscheffey]: <s>\""<\/s>He was being disruptive because numerous admins said he was being disruptive,<s>\""<\/s> is a nonsense argument. <small>Note the preceding was a paraphrasing, not a direct quote, of MONGO's comments.<\/small> --
[Nscheffey]: Multiple people being wrong about something, even admins, is not unheard of. --
[Nscheffey]: I thouroughly apologize for appearing to misquote you. I thought reprinting your comment above my own would show I was paraphrasing, but regardless you are correct, and I have stricken the quotes and added a note.  I do understand people's frustration with Jeff's continued arguments, but I think the solutions that have been attempted are counter-productive and not in the spirit of Wikipedia. I appreciate your reply, and perhaps you would be interested in commenting on [[Wikipedia_talk:Blocking_policy#.22Cool_down.22_blocks|a discussion]] I have started at [[WP:BLOCK]]. Thanks again. --
[Nscheffey]: Hi, I've been following your recent discussion on the administrators noticeboard and I have agreed with you throughout. Admin incivility is far worse than incivility by normal editors, because it brings with is the tacit support of the community. That is, editors who encounter an uncivil admin may feel as if the entire community is persecuting them, since \""if this person is an admin he must speak for the community\"". Another dangerous trend that Cyde, albeit inadvertantly, pointed out is admin-banding behavior, the idea that admins should support other admins generally or automatically. This is not a good idea and divisive in the truest sense of the word. For these reasons I commend you on your (apparently thankless) efforts. I also thought you might be interested in a [[Wikipedia_talk:Blocking_policy#.22Cool_down.22_blocks|clarification]] of the blocking policy I have proposed. I personally think it would go a long way towards preventing a lot of the editor-admin drama around here, but I would love to hear your thoughts. So, just voicing my support, don't lose it yet CBD! &mdash;"
FrankieG123,False,"[FrankieG123]: I just wanted to thank you for putting the [[Ronald Reagan]] article on semi-protection. It is vandalized daily, and myself and other editors regularly had to revert those bad edits. Maybe now the article can gain constructive components instead.--"
75.0.11.35,False,"[75.0.11.35]: This article should be about \""Early Christianity\"", or the title changed to whatever it's supposed to be about. There is plenty of stuff that is largely irrelevant to \""Early Christianity\"" currently in the article, such as the overly large section on \""Religious Writing\"". That would be a good spot to trim if you feel the article is \""too large\"". Such an article will always be big, as the topic is big. Many books have been written on the topic. [[Special:Contributions\/75.0.11.35|75.0.11.35]] ("
Nick-C,False,"[Nick-C]: Thanks for any help.
[Nick-C]: Thanks for your help!"
Froggybabyqc,False,[Froggybabyqc]: 
Tiger Khan,False,"[Tiger Khan]: I concur with 71.243.5.168 about the fact that the best articles will not always be written about the most deserving topics, but rather about the topics that people find the most interesting. However, I would also argue that Wikipedia makes an important contribution to \""serious\"" topics as well. A study showed that the accuracy of Wikipedia was almost identical to the accuracy of Encyclopedia Brittanica. Check it out (this is a news article about the study; I haven't found a direct link to the study): http:\/\/news.cnet.com\/2100-1038_3-5997332.html . I was just wondering what you thought about this, considering your apparent cynicism about Wikipedia's reliability.
[Tiger Khan]: Your points about article bloat and the sometimes excessive NPOV are both very valid. However, although there are articles with poor organization, there are also many that are very easy reads. In particular, at least in some areas, such as pages about secondary schools, there seems to be a general standard that is being followed which creates a series of well organized, simple pages with the key information about the topic. Obviously there are exceptions, but the adoption of standardized info boxes and other organizational tools have greatly aided the professionalization of Wikipedia. That said, in my travels about Wikipedia, I mostly do gnome work, but I have adopted a few articles for major rewrites, most of which are not based on a need for more facts or article expansion, but rather are based on a lack of organization. However, it's not too difficult to make the necessary changes, so I hope that more editors will take it upon themselves to fix articles that need such rewrites such that Wikipedia will come closer to being a true, professional encyclopedia. I hope what I've written isn't too confusing. I think I lost track of my thoughts somewhere in there."
Nabokov,False,"[Nabokov]: You've done a very nice job re. the Somerset portal. It's first class. Please go ahead and use any of my photos you like on Wikipedia. Sorry, but I don't have any other photos of Somerset that aren't already uploaded. The ones already on Wikipedia were taken during a visit to the county back in 2007. There are a few more photos of Somerset locations that you may not yet have seen in the following articles i.e. [[Norton St Philip]], [[Frome]] and [[Whatley, Mendip|Whatley]]. Keep up the good work! You're a credit to Wikipedia. -"
{unknown-461},False,"[{unknown-461}]: No, I finished that this morning... [[User:Daveydweeb|Daveydw]]<font color=\""green\"">[[User:Daveydweeb\/Esperanza|ee]]<\/font>"
Robinhood88,False,[Robinhood88]: Thanks so much! I requested feedback on [[WP:IRC|IRC] page. --
125.162.150.88,False,"[125.162.150.88]: Asking questions you already know the answer to would be... (wait for it;) *trolling*. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: {{diff|Lake Storm \""Aphid\""|425313519|412603400|diff}}. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: Gimme's poking Risker, who's talk is semi'd, about whether this IP is me; it is, of course. Pop-in for a bier-besar. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: Gimme's poking Risker, who's talk is semi'd, about whether this IP is me; it is, of course. Pop-in for a bier-besar. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: fyi, it's not *my* IP; it's a public hotspot. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: fyi, it's not *my* IP; it's a public hotspot. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: ; \""[[scuttled]]\"": means that I blanked the email, scrambled the passwords and no longer have access to any account. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: ; \""[[scuttled]]\"": means that I blanked the email, scrambled the passwords and no longer have access to any account. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: wouldn't that be ''defiant?'' and experiencing wiki-life as an anon is enlightening; anon's get run over quite regularly. try it some time. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: wouldn't that be ''defiant?'' and experiencing wiki-life as an anon is enlightening; anon's get run over quite regularly. try it some time. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: anyway, your colleagues are \""discussing\"" it; let me know if they actually do anything. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: anyway, your colleagues are \""discussing\"" it; let me know if they actually do anything. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: ANI, again ; ) [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: ANI, again ; ) [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: I don't know boo about this IP beyond that it's the ambient free hotspot at my fav restaurant. Now, on ANI, Risker's calling it an open proxy. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: I don't know boo about this IP beyond that it's the ambient free hotspot at my fav restaurant. Now, on ANI, Risker's calling it an open proxy. [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: and she intends to block it in an hour ;) [[Special:Contributions\/125.162.150.88|125.162.150.88]] (
[125.162.150.88]: and she intends to block it in an hour ;) [[Special:Contributions\/125.162.150.88|125.162.150.88]] ("
